,게시글 ID,작성일,작성자,제목,본문
73,331438,2020.12.06. 19:05,아이리스44,람스 8개월차 탄력관리중이예요,"허벅지 람스한지 8개월차네요4개월전엔 팔까지 람스하고.... 이젠 탄력관리중이예요...카복시는 진짜 모랄까!!아픈거 같기도 하면서 참을만 하고.. 색다른 아픔이라고 할까!!전 참을만 하거 같아요..ㅋㅋ이뻐지기 위한 2분..예전에. 친구가 무제한 카복시했다가 죽을뻔 했다고..15분이상은 할수 없다고...1분이라 참았지..15분을... 비슷한 옷 다른느낌입니다.이제 짧은치마도 막입고 당겨요.엄마한테도 안혼나요.시술전에 짧은옷만 입어도 뭐라하셨는데이제는 아무말 안하시더라구요제가 나이가 많아서 뭐라하는 줄 알았는데.. 몸이 엉망이라서 그러셨더라구요저희엄마는 딸에게 넘 객관적이시죠이건 팔사진이예요..실은 허벅지하고 10킬로 넘게 빠져서..팔은 해도 효과가 있으려나 했는데팔안했으면 후회할뻔 했어요..팔이 가늘어 지니까사람이 작아보이더라구요..팔하고 나서야.. 날씬하단 소리를 들어요...이제 목표체중 도달했구요유지 중입니다.후관리 계속 카복시랑 메조로 하고 있구요..운동도 열씨미 하고 있어요...코로나 때문에 지금은 홈트 중입니다.저희 트레이너 샘이.. 방문해주신다는데..그냥 전 혼자 열씨미 하기로 했어요...나중에 혼나더라도 지금은....혼자가 편하겠죠...동영상 보면서 혼자 하는데..//진짜 자세는 어색해요...그래도 노력중이고 2021년 엔 바디프로필에 도전하려구요...체지방율이,, 18% 나와서 ,. 헬스샘한테 칭찬도..근데...근데,,처진살이... 문제긴하네요...처진살 운동... 업운동 하는중입니다.많이 노력해서 좀더 이뻐지려구요.....#분당병원 #람스 #메조 #카복시 #식이조절 #개인피티 #홈트#바디프로필"
74,331417,2020.12.06. 10:49,fast9,팔지방흡입주사 드레스 전후사진보니 예신필수코스맞네요!!,안녕하세요 팔뚝 라인 지흡주사 맞은지 15주차 됐네요 ㅎㅎ사진 정리하다가 올 봄에 드레스 셀렉 시절? 사진 한번 보고 너무 충격받아서 오랜만에 글 올려요 ㅎㅎ그나저나 겨울되니 왜이렇게 먹고 싶은게 절제가 안되죠 ㅠㅠ 다시 한번 마음 다 잡아야겠어요 ㅎㅎ글올리려고 다시 보니 또 놀랍네요 ㅎㅎㅎ이게 운동만으로 절대 안빠졌던 팔뚝살이 효과를 많아보다보니.. 이제 살이 좀 붙어도 팔뚝으로는 안붙네요..신기해요 ㅠㅠ(배가 문제ㅠㅠ)그리고 한번 ㅂ다이어트에 성공하다보니 조금 살이 붙어도 금방 뺼수있다는 자신감이 생겨써용 ㅎㅎ다시 돌아갈순없다는 강력한 의지로...!!!!저 예전사진 뒤에 팔뚝 불룩한거 보이시나요ㅠㅠ 상체 살 집중형이라 그냥 그러려니 하고 지내면서 고민만하다가 시술 받았는데 정말 올해 제일 잘한 일이라고 생각해요ㅠㅠ전후 사진보면서 다시한번 충격 받고 오늘 운동 열심히 했네요...ㅎㅎ 식단에서 무너졌지만!!그래도 내일도 열심히 홈트할려구요!!!모두들 화이팅!!!
75,331397,2020.12.05. 23:35,마크툽6,허벅지 Hpl 2회 후.. 차이가 나 보이는지 봐주세요.,첫날 엎드려서 맞고.일주일 후 바로 누워서 맞고.하아. 진짜 아파요.그래도. 효과만 있다면 뭘 못하겠어요.효과 있는지. 한번 봐주세요ㅠㅠ밑에 사진이 비포 입니더.보시다시피.. 발목은 정말 얇은데.허벅지는..으헝헝.
76,331376,2020.12.05. 15:18,룰루랄ㄹ랴,허틈 & 라인 변화 최고봉 !!," 안뇽하세용 ㅎㅎ ! 벌써 12월이네요 ㅠㅠ2020년 아주 후딱이에요 😂 올해는 아무것도 못해보고 그냥 지나가는건가 했지만 지방추출주사로 일년을 잘보낸것만 같은 기분이네요!! 코로나 속 유일한 제 희망! 💗제가 첫 시술하고 벌써 5주차나 되었더라구요 ! 의사쓰앵님이 지금 보이는 변화는 변화도 아니라고 하시더라구요!!안쪽 허벅지 위에 틈이 보이는데 아직 변화가 아니라고 하시더라구요>_<무릎 위쪽 살들도 많이 빠지고, 허벅지 안쪽도 많이 빠졌지만 특히 승마쪽 라인이 눈에 띄게 달라졌어요 !ㅠㅠㅠ이젠 골반이 허벅지보다 더 나와 보이는 현상까지❤️같은 레깅스 입어 본건데 너무 다르죠 ?! ㅠ 뿌듯뿌듯진짜 다들 시술 받으시기 전에 사진 많이 찍어보고 비교해보세요 !!! 제일 뿌듯합니다 ㅠㅠ 😜진짜 카페 후기보고 확실히 제가 얻어 가는 것도 있고 다이어트 의지 얻어가고 있어서  저도 혹시 궁금하시는 분덜 계실까해서 꼬박꼬박 사진은 찍어 두고 있거등용!!!!!!!  물론 제 변화를 직접적으로 보고 싶은 마음도 있꾸우 😜 궁금한거 있으시면 제가 아는선에서 다알려드릴게욘 :)다들 좋은 하루 보내세용 ㅎㅎ"
77,331316,2020.12.04. 16:23,김씨네이야기,어제 람스하고 왔어요.,어제 허안 무한이랑 하고 왔는데가기 점에 솔직히 엄청 걱정했거든요.엄살쟁이라..다녀오니 람스 체질인가봐요..오늘부터 달리기도 하고 운동바로 시작했어요.붓기랑 멍은 심한데 레깅스가 있으니 괜찮구요.전 이제 다른 울퉁불퉁한 부위가 벌써 눈에 들어오고있어요 ㅠ 아직 허벅지 붓기도 안빠졌는데 말이죠.일단 붓기 좀 빠지고 나면 저도 후기 업뎃하고 싶어요~!
78,331312,2020.12.04. 15:47,멋진인생이야,D라인 없애기 프로젝트 이정도면 성공 아닌가요?,지방추출주사 복부 받은지 벌써 5주 됐어요허리사이즈도 좀 더 줄고바지도 헐렁해졌어요이제 주변서 알아들보니 신나서 하게 되네요ㅎ아침 저녁은 간단히. 먹거나단백질 식사 위주로 조절하고점심도 건강식으로 외식하려고 노력중이에요5주차 후기 사진이에요D라인이 납작해졌죠?시술전시술후이번주부터는 1:1개인pt 수업 받고있어요건강하게 날씬해지게요♡
79,331258,2020.12.03. 23:20,이번생엔,고도비만 복부무한람스 4개월차(17주)/ 황금기는 3개월? 4개월차에도 복부변화 ing~,3주전에 허벅지받고 붓기땜에 레깅스랑 운동복만 입고 다니다가 이번주에 붓기 꽤 빠져서 일상복 복귀!복부 4개월차 되고 변화 더 없을거 같아서 기대 안했는데 매일 찍는 눈바디만 비교해봐도 허리라인 계속 들어가고 있어요ㅠㅋㅋㅋ 글구 바본도 더빠져서 배라인 더 일자 됏어여ㅠㅠ 진짜 기분 쵝오에요..👍🏻그동안 H라인 원피스/스커트 너무 좋아하는데 사놓고 입지 못한 옷이 수두룩ㅠㅠ이젠 원없이 입고있습니다크롭티도.. 작아서 옆구리 접히고^^; 위로 말리고 ㅎ이젠 웬만한 크롭티는 넉넉한 핏!물론 아직 팔이 좀 끼는 옷들도 많슴당 ㅠㅋㅋㅋ람스 개미지옥이라고 이러다 팔까지 하는거 아닌가 몰라여.. 이번에 허벅지 할때 허벅지가 진짜 마지막!!이라고 큰소리쳤는데🙄🙄🙄ㅋㅎ
80,331196,2020.12.03. 03:36,wwwonb12,람스 남친 몰래 할 수 있나요 ?,주말마다 보는데 월요일에 하면 티가 많이 날까요 ? ㅠㅠ 아니면 솔직하게 말하고 해야할지 모르겠어요
81,331081,2020.12.01. 17:27,신난다신,허안승마 무한람스 5일차,"지난주 금요일에 허안승마 무한받고 오늘이 5일차인데요,어제까지는 허벅지쪽에 붓기가 좀 내려가는 느낌이었는데오늘 퇴근무렵에 보니까 붓기가 완전 미쳤어요 ㅠㅠㅠ무릎까지 붓기 내려오고 종아리로 내려오고있어요,,원래 붓기가 이렇게 내려가는듯 하다가 더 심해지는건가요? ㅠㅠ빨리 관리받으러 가고싶네요"
82,331072,2020.12.01. 15:11,나띵온뉴,팔뚝미니지방흡입 상담 다녀올건데 봐주세요~,팔뚝미니지방흡입으로 상담 다녀오려고 결심했어요!더 이상 미루다가 크리스마스때까지 갈 거 같아서요 ㅋㅋㅋ일단 람스랑 룩팻 디팻 리포샷 소다팻 이렇게 다섯개 생각하고 있고요!조만강 상담 다녀올거에요!혹시 받아보신 분들 중에 효과 괜찮은지도 좀 알려주세요~!
83,330855,2020.11.28. 12:31,강양아ㅇ,람스후,람스3주차 들어가고있는데 다들 운동이나 다이어트 어떻게하시나요ㅠㅠ?너무 추워서 걷기운동이 힘든데 다들 홈트 뭐하시나요? 
84,330767,2020.11.27. 02:46,융몽이,허벅지무한람스 1년반 후기 - 살쪄도 다리는 안쪄요,얼굴 지방이식 후기도 있나 찾아보려다오랜만에 후기 남겨요! 몸무게 63kg->47kg둘레 62cm->50cm지금은 엄청 많이 먹고 운동도 안해서 살 많이 쪘어요(51-2kg)그래서 배쪽에 지방이식할만한 살이 생긴거 비밀!허벅지사이즈는 마지막 후관리 기준 50cm였는데지금도 허벅지둘레는 비슷한것같아요 주위사람들한테도 이제 말랐다는 소리만 듣고무한람스 완전 추천해요🙂
85,330739,2020.11.26. 20:27,내사랑2,복부 람스하신분!! 옷은 어떻게..?,"복부람스하신분들 옷은 어떤식으로 입고다니셨나요?얼마전 허벅지안 무한으로 빼고 붓기때문에 원피스와 레깅스만 입고다녔는데요~ 이제 3주차라 바본도 많이없어서 스키니바지도 잘입고다니고있는데요~복부를하면 배가 끼이면 안될거같은데?!,1번: 복부람스후 옷차림~?2번: 1번의 옷차림을 언제까지 입어야하는지?3번: 바지같은 버클있는건 언제부터 착용가능한지?답변주시면 -10kg되실거에요ㅠㅠ"
86,330735,2020.11.26. 19:52,냐냐냥이,부산후기~ 허벅지 지방흡입주사 1주일차!! 변화가 다르긴하네요!,"안녕하세요:) 벌써 허벅지 지방흡입주사 시술한지 일주일차네요...! 술부위는 허벅지 안, 승마살, 무릎안쪽이에요ㅎㅎ 처음하고는 용액때문에 퉁퉁 부어서 오히려 더 두꺼워보였는데 지금은 붓기가 정말 많이 빠진 것 같아요!ㅎㅎ 그래도 아직도 붓기가 많아 1-3개월은 두고 두고 기다려야겠어요ㅎㅎ 시술 1주차에는 병원에서 후관리로 체외충격파? 를 해줘서 받고왔는데 너무 너무 아팠어요ㅠㅠ 시술보다 더 아픈 느낌...? 근데 또 사람마다 아픈강도가 다르다고 하더라구여 많이 뭉칠수록 아프다는데 저는 많이 뭉쳐있었나봐요ㅠㅠ그래도 뭉친 지방을 떨어뜨려놨으니 앞으로 더 쭉쭉 빠질 걸 기대중이에요!!벌써 허틈이 좀 더 벌어졌어요 실제로!! 멍은 처음에 보라색으로 심하게 들었어서 걱정 많이 했는데 점차 노랗게 빠지는 중이에요ㅎㅎ이번주 중으로 다 빠졌으면 좋겠어요ㅠㅠㅠㅎㅎ  운동도 병행하라고 하셨는데 걷기만 열심히 하고 있답니다 ㅠㅠ  멍이 있는 사진이 딱 일주일차 체외충격파까지 받고 온 사진이고 없는 사진이 비포에요!! 담주에는 메조지분주사 맞으러 가는데 가서 또 후기 남길게요ㅎㅎ전 ; 후전 후"
87,330720,2020.11.26. 16:42,아췸에떠있는해의색,교대 람스,원장님 추천 부탁드려요~~
88,330692,2020.11.26. 09:37,꼬꼬마를잡아라,복부 지방추출주사 후 붓기..,복부 디디셀 하고 2주지났는데 붓기가 좀 빠지나 싶더니 다시 붓는거같아요몸무게도 갑자기 더 늘고;;; 오히려 2주차부터는 실내자전거도 타기시작했는데 ㅠㅠ 원래 이런가여..?보통 얼마나 붓기가 가는지... ㅠㅠ 
89,330685,2020.11.26. 04:27,왈가닥쩡,저 고민고민하다 허벅지 무한람스했어요,ㅜㅜㅜ진짜고민고민하다가 허벅지 무한람스했습니다 지금일주일됬는데 아직 멍이 덜빠졌네요 확실히 하고나니 먼가 살이 말랑말랑해진 느낌이에요 딱딱했던것들이 빨리빠졌음 좋겠네요ㅜㅜㅜ이만하면 멍 금방빠진거 맞죠????
90,330674,2020.11.25. 22:15,jkkk,어제 팔 무한람스 했습니당,"허안 무한람스 유경험자는 온갖 겁을 먹고 다시 병원을 찾았으나 허안에 비해 10분의 1도 안되게 덜 아파서 기뻤습니다,, 그리고 시술 직후 눈바디 이미 너무 만족스럽구요,,(팔꿈치에 거즈 엄청 두껍게 덧댔더니 팔이 좀 휜 것처럼 보이는데 여튼 거즈 때문입니다!!!!!) 지금은 붓기가 올라와서 시술 직후 얇기는 아니지만 벌써 행복합니다. 워낙 키도 크고 어깨도 넓어서 팔이 얇아져도 덩치는 어디 안 가네요ㅋㅋㅋㅋ흑ㅜ 허안은 후기 따로 안 올렸었는데 팔은 즉시 효과가 보이니 기분 좋아 올려봅니다ㅎㅎ 근데 팔은 자색고구마색깔 멍 언제까지 가나요..? 🥺"
91,330661,2020.11.25. 17:36,mw8728,플라덴 뽑기,신사역 플라덴 뽑기주사 맞아보신분 계신가요?식이요법 할떈 허벅지 샤넬라인은 효과 봤는데 팔뚝은 제대로 맞은게 이번이 처음이에요왼쪽은 근육이 별로 없어서 금방 빠지는데... 오른쪽은 사용이 많아서인지 천천히 빠지네요 그래서 짝짝이에요 ;;;근육형 살이신분 맞으신 분 계시나요?  다시.. 돌아올까요?? 제 짝짝이 팔뚝 ㅜㅜ ㅎㅎ
92,330634,2020.11.25. 13:09,딸멋범,지방추출주사 13일차 후관리 질문,"지방추출주사 상하복부 + 옆구리  + 러브핸들 총 17보틀 뽑았습니다13일차인 지금은 몸무게 3kg 빠지고 체지방률 2%, 체지방 2kg 빠진 상태인데용... 아랫배도 지금 원래 입던 바지가 허리 꽉 찼는데 헐렁한 상태구요 ㅠㅠ 여기는 후관리가 따로 없어서 제가 다니는 동네 피부과에서 관리를 받고자 하는데 뭐가 좋을까요?? hpl메조테라피지방분해주사카복시고주파반쪽주사 이렇게 있거든요 추천 부탁드립니당... "
93,330594,2020.11.25. 00:01,하늘하,허벅지 압박복 팔아요,몇시간 입고 안입었어요저 심각하게 부었어서 오히려 입지 말라고 했어서 잠깐 입고 말았어요(저 처럼 부은사람 본적이없는거 같아요...)사이즈 m 색상 블랙가격 2만원https://m.smartstore.naver.com/edenmedical/products/3601935659?NaPm=ct%3Dkhw3ytda%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D183d4d09d7a482375deb1072478714e4f7359e77
94,330576,2020.11.24. 18:11,할수이땅,지방흡입주사 받고 뱃살빼기 1달차,저 거대한 지방덩이를 뽑아낸지 약 1달차네요~이제 멍은 다빠지고 바본?? 아랫배에 뭉침은 아직 많이 남아있어요 후관리3번다끝났는데...난 아직 목마르다!!!내장지방까지 빠질수있게 도움줄수있는 체외충격파시술을 추천받아서 주1회씩 총 4번으로 한달 더 후관리 추가받아 진행하기로했어요. 제바루 지방이들 썩꺼졌으면....지방흡입주사 시술받고 엄청 땡땡하고 닿기만해도 통증이있었는데 지방흡입주사 받고처음 후관리가 체외충격파였거든요? 그거 후관리로 한번하니까 확확 뭉침도 가라앉더라고요 사진으로만 봐도 옆태가 벌써 달라져서 깜놀.. 앞옆으로 남산만하던 내 뱃짤 오디간겨..앞으로 체외충격파받으면 우째될지 기대되요 체충 효과 팍팍나면 후기 자주 올려볼게요 ㅋㅋㅋ
95,330564,2020.11.24. 15:16,푸룹이,종아리알없애는주사 또각라인주사 1회차 2주후기 입니당,"안녕하세요!! 으어.. 오늘부터.. 9시이후로 아무대도못돌아다니네요..하..ㅋㅋㅋ 뉴스에서 얼핏 보니깐,연말까지 서울시민들을 위해서 유지가 될수도있다고 .. 얘기는 하는데 또 가봐야 아는거니까ㅠㅠ그놈의 코로나 때문에 올한해 어떻게 지나간지 모르겠어요.또각라인주사도 2회차 받으러 가야하는데, 불안해서 못가겠더라구요..ㅠㅠㅠ 거리두기 2단계 끝나면 슬슬그때즘 맞춰서 가보려구해요 ㅠㅠㅠ제가 지금 또각라인주사 1회차 맞은지 2주정도 되었거든요이게 뭐냐면 종아리알없애는주사에요 근데 그냥 종아리가아니라 발목에 가까운 알부위 있죠 거기요~!위에는 전사진이에요. 전사진보면종아리 전체적으로 살이 있긴한데 이거는 좀 다이어트 하면서 빼려구요 근데 발목에 가까운 부분이 알이 있더라구요.. 그래서 그 코끼리 발목? 이라고 하던데..아무튼 이거는 지방이 아니고 알, 근육 때문에 그래서여기에 좋은게 뭐가 있나 검색도 많이하고 찾아봤는데종아리쪽으로 유명한 곳에서 또각라인술과 또각라인주사모두 하고 있더라구요 또각라인술은 큰 종아리 근육을없애주는 종아리퇴축술이고, 제가 한 또각라인주사는발목에 가까운 알을 없애주는 주사시술이라고생각하면되요 보톡스는 아니에요!!이건 후사진이에요 확실히 발목에 가까운 부위가 눈에 띌정도로줄어든게 보이는데요~ 보통 또각라인주사는 2~4주 간격으로총 2회까지 맞고, 그다음에, 마지막 3회차는 개인차이가 있어서더 진행하면 효과가 있을지 없을지는 상담후게 결정이 되요~그만큼 과하게 처음부터 금액을 유도해서 하는게 아닌점에서마음에 들었고 회차를 맞아보고 그다음 추가로 더할지 말지생각하고 상담하면서 결정할수있어서 너무 좋았어요!참고로.. 시술시간은 5분안쪽으로 끝나서 좋았고.상담후에 디자인 , 또각라인주사 이렇게 끝나요~간단하게 할수있어서 좋았어요~ 저는 1회차 맞고너무 만족해서 코로나 좀더 잠잠해지면 2회차도 할계획이에요!점진적으로 더 줄어든다고하니 좀더 기대하면서다음에 또 후기를 작성해보도록 할게여~~ "
